profile,pattern,period,uid,seniority_final,snippet
tech_orch,system_design,2024,asaniczka_6288263aee11e749,mid-senior,"t Branching release schedules Experience secure virtualization containerization system design Experience designing, deploying, troubleshooting networking, including subnetti"
tech_orch,system_design,2024,asaniczka_a5cc87eed3b32898,mid-senior,"t Branching release schedules Experience secure virtualization containerization system design Experience designing, deploying, troubleshooting networking, including subnetti"
tech_orch,system_design,2024,asaniczka_4581c7166145b56f,mid-senior,"ty pivot quickly and, crucially help others engineering team change comes this. System Design- Ticketmaster runs large interconnected technical environment change one part f"
tech_orch,system_design,2024,asaniczka_b8a214ac567b8ded,mid-senior,velopment broad impacts portfolio applications and/or systems. Assists software system design architecture within assigned portfolio. Identifies process technical deficienci
tech_orch,system_design,2024,asaniczka_01e8ef1905465d6c,mid-senior,est API NoSQL database (preferred Cassandra Couchbase) + Oracle Jira experience System design Soft Skills good ability troubleshoot good unit testing understand code coverag
tech_orch,system_design,2024,asaniczka_68ed882611ffc54a,mid-senior,Architect state-of-the-art software advanced production-scale metal 3D printing system Design develop machine instruction interface metal 3D printing system hardware Develop
tech_orch,system_design,2024,asaniczka_649e218075b39c2e,mid-senior,"are requirements development, validation, integration verification. Model based system design (using Simulink, preferred). Arinc 661 graphics development (using Scade, prefe"
tech_orch,system_design,2024,asaniczka_ea3e34f511c38a11,mid-senior,"lays excellent technical judgment, attention detail, ability look “big picture” system design. Demonstrates ability devise innovative solutions problems. Reviews progress ev"
tech_orch,system_design,2024,asaniczka_c72e0af59955b221,mid-senior," engineering concepts 3+ years applied experience Hands-on practical experience system design, application development, testing, operational stability Proficient coding one "
tech_orch,system_design,2024,asaniczka_296eacf98ad71c14,mid-senior,"k developers, passion focusing backend service-oriented architectures, scalable system design, databases data models, API-driven models. Job Responsibilities | Deep apprecia"
tech_orch,system_design,2024,asaniczka_8aea795a364a6a1d,mid-senior,Architect state-of-the-art software advanced production-scale metal 3D printing system Design develop machine instruction interface metal 3D printing system hardware Develop
tech_orch,system_design,2024,asaniczka_81a9d982f7a34f3b,mid-senior,"ffective working relationships team members cross functional teams. Strong hold system design ability develop highly reliable, fault-tolerant distributed applications heavy "
tech_orch,system_design,2024,asaniczka_b8fa8e306c146737,mid-senior,Architect state-of-the-art software advanced production-scale metal 3D printing system Design develop machine instruction interface metal 3D printing system hardware Develop
tech_orch,technical_direction,2024,asaniczka_d627c94e546ccff3,mid-senior,"nt program and/or lab integrations experience. Leadership skills, ability guide technical direction/vision given project. Must also strong contributor integrated product teams int"
tech_orch,technical_direction,2024,asaniczka_c1799784b1283d2c,mid-senior,aform Helm. Oversee observability stacks focus monitoring alerting. Lead define technical direction projects.Collaborate teams integrate DevOps practices. Implement automation wor
tech_orch,technical_direction,2024,asaniczka_f8b5c9e79dbfdfbd,mid-senior,"execute. Shows initiative assignments executes projects little guidance provide technical direction leadership. Ability turn CONOPS, Specifications Requirements into software desi"
tech_orch,technical_direction,2024,asaniczka_791fb8a9c6772459,mid-senior,"atives, executing projects improve reliability efficiency, providing leadership technical direction within maintenance function. Core Responsibilities Driving continuous improveme"
tech_orch,technical_direction,2024,asaniczka_43971b1f3beb6c1f,mid-senior,"t / complex require extensive explanation interpretation Provides input group’s technical direction; ability drive project methods, techniques procedures Technical explanations gu"
tech_orch,technical_direction,2024,asaniczka_3b7097495d84b7ae,mid-senior,st level systems infrastructure availability. Evaluate existing systems provide technical direction development staff. Oversees development customized software hardware requiremen
tech_orch,technical_direction,2024,asaniczka_172ba1619c0a8613,mid-senior,", Product Owners support missile system development activity. candidate provide technical direction lead team engineers plan, assign, status, guide seeker Agile Software tasks acr"
tech_orch,technical_direction,2024,asaniczka_35b709464d9a5cb9,mid-senior,"s, processes, procedures, programming-related documentation Provide programming technical direction project team needed Perform commissioning acceptance testing code Test integrat"
tech_orch,technical_direction,2024,asaniczka_532dd6bf45f619bc,mid-senior,"rocess (as well Government Certification Accreditation (C&A) processes) Provide technical direction development, engineering, interfacing, integration, testing specific components"
tech_orch,technical_direction,2024,asaniczka_fea3ece3b652371b,mid-senior,"time customers. drive continuous advancements improvements designs, communicate technical direction Sr. Management. seek new ways enhance reliability, scalability, cost effectiven"
tech_orch,technical_direction,2024,asaniczka_0fc37db158eec9aa,mid-senior,"borative, interactive development environment. Senior Systems Engineers provide technical direction clarification requirements software development teams & test personnel, perform"
tech_orch,technical_direction,2024,asaniczka_8bdfa371faebcb7a,mid-senior,"date primary focus systems, hardware, software engineering performing providing technical direction development, engineering, interfacing, integration, testing complex hardware/so"
tech_orch,technical_direction,2024,asaniczka_795ebf8170733ff2,mid-senior,inistration. may include working directly client may travel client site provide technical direction guidance delivery team take responsibility meeting client requirements. experti
tech_orch,technical_direction,2024,asaniczka_93ae911f8a57136d,mid-senior,"ems Engineer oversees major complex projects providing subject matter expertise technical direction Train Control Systems supports, plans, directs, serving technical lead point es"
tech_orch,technical_direction,2024,asaniczka_58411063d1018241,mid-senior,"ting suite well user workflow Improve existing technical foundations, influence technical direction strategy Requirements | Self starter extremely hardworking, motivated, importan"
tech_orch,technical_direction,2024,asaniczka_99efc205909b5f8b,mid-senior,"gh quality software deliverables Take ownership certain UI capabilities provide technical direction, decision making subject matter expertise area limited guidance specific direct"
tech_orch,technical_direction,2024,asaniczka_927ad7fc9e7caef1,mid-senior,"eaming partners, subcontractors, suppliers obtain/exchange information, provide technical direction & assist resolving technical issues Capability develop deliver complex technica"
tech_orch,technical_direction,2024,asaniczka_d021d6a03add4744,mid-senior,"ible providing expert technical advice infrastructure assigned systems, setting technical direction infrastructure solutions, serving technical expert project teams mentoring advi"
tech_orch,technical_direction,2024,asaniczka_9efcca0b9039cb4c,mid-senior,"borative, interactive development environment. Senior Systems Engineers provide technical direction clarification requirements software development teams & test personnel, perform"
tech_orch,technical_direction,2024,asaniczka_b419f56cb833aff5,mid-senior,built innovation sustainability mind. Learn business drivers product help drive technical direction product fulfill desired vision. Additional Basic/Required Qualifications | Stro
tech_orch,technical_direction,2024,asaniczka_fe68a354ed2e4fb0,mid-senior,"s, user interfaces, tools, digital offerings. addition, effectively communicate technical direction senior management functional teams span engineering disciplines, well product m"
tech_orch,technical_direction,2024,asaniczka_1edc075353f50390,mid-senior,"pates developing specifications assigned components, projects, fixes. Providing technical direction evaluating quality deliverables vendors. Leading development programs teams pro"
tech_orch,technical_direction,2024,arshkon_3885855733,mid-senior,"DK) spearhead technical vision strategy SDK organization. role involves shaping technical direction mobile SDK, supporting growth core business, venturing into new product domains"
tech_orch,technical_direction,2024,asaniczka_12c5849cadfa20e5,mid-senior,hitecture decisions. versed Agile/Scrum methodologies comfortable giving taking technical direction. mobile apps written Kotlin/Java. Vehicle teams leverage Python Go. There’s lot
tech_orch,technical_direction,2024,arshkon_3894277549,mid-senior,s: Integration Computer Vision services into Edge Computing EnvironmentsDevelop technical direction roadmap suite productsMaintain broad understanding software solutions fit into 
tech_orch,agentic,2024,arshkon_3887872248,mid-senior,"y UX, passionate building infrastructure accelerates development of, leverages, agentic LLMs. enjoy working closely fast paced team, maintaining high engineering stand"
tech_orch,agentic,2024,asaniczka_b641f0f2a1e6090b,mid-senior,"looking talented Generative AI Engineer expertise building agentic applications using large language models (LLMs). role, joining team smart dedic"
tech_orch,agentic,2024,arshkon_3901389236,mid-senior,"e seeking visionary Senior Software Engineer spearhead architecture development agentic network management AI product. key member team, instrumental developing core ma"
tech_orch,multi_agent,2024,arshkon_3904419511,mid-senior, Planning inform modeling & simulation (M&S) physical systemsDeveloping testing multi-agent autonomous systems deploying real-world environmentsFeature algorithm developme
tech_orch,multi_agent,2024,asaniczka_e0ffb623cd737ef4,mid-senior,", Rust, and/or Go experience | Experience programming embedded physical devices Multi-agent coordination UAVs | Complex frame transformation problems, target localization "
tech_orch,multi_agent,2024,asaniczka_2d791e166bf91b54,mid-senior,"tonomous platforms intelligent control decision making, battlefield management, multi-agent collaboration, and/or autonomous unmanned systems. Understanding operation auto"
tech_orch,multi_agent,2024,asaniczka_882802ae53a0a5c4,mid-senior,Planning inform modeling & simulation (M&S) physical systems Developing testing multi-agent autonomous systems deploying real-world environments Feature algorithm developm
tech_orch,multi_agent,2024,asaniczka_cb8512e8f113d321,mid-senior,"Monitoring health services bug fixing Experience writing simulations Experience multi-agent systems Experience game development | Experience mobility, ride-sharing, autono"
tech_orch,multi_agent,2024,asaniczka_d3430ae18ab201df,mid-senior,"perception, localization, mapping, controls, related system performance metrics Multi-agent coordination UAVs | Complex frame transformation problems, target localization "
tech_orch,multi_agent,2024,asaniczka_c5fd36776cbd9be8,mid-senior,"Tackle challenges across various domains, including high-level decision making, multi-agent interactions agent modelling, trajectory generation etc. Participate complete n"
tech_orch,multi_agent,2024,asaniczka_1fe0309a8d1ee44a,mid-senior,", Rust, and/or Go experience | Experience programming embedded physical devices Multi-agent coordination UAVs | Complex frame transformation problems, target localization "
tech_orch,multi_agent,2024,asaniczka_ff96551d4c5a8bb0,mid-senior,world impact Must eligible obtain maintain U.S. TS clearance Developing testing multi-agent autonomous systems deploying real-world environments. Feature algorithm develop
tech_orch,multi_agent,2024,asaniczka_d262605d80190100,mid-senior,", Rust, and/or Go experience | Experience programming embedded physical devices Multi-agent coordination UAVs | Complex frame transformation problems, target localization "
tech_orch,multi_agent,2024,asaniczka_1705071f8f673aed,mid-senior,Planning inform modeling & simulation (M&S) physical systems Developing testing multi-agent autonomous systems deploying real-world environments Feature algorithm developm
tech_orch,multi_agent,2024,asaniczka_1a345cad86d91dae,mid-senior,"years impactful experience Al-relevant fields, machine learning, deep learning, multi-agent systems, planning, large language models. Proficiency programming languages Pyt"
tech_orch,multi_agent,2024,asaniczka_fc085c85c5af2773,mid-senior,", Rust, and/or Go experience | Experience programming embedded physical devices Multi-agent coordination UAVs | Complex frame transformation problems, target localization "
tech_orch,multi_agent,2024,arshkon_3904422176,mid-senior, Planning inform modeling & simulation (M&S) physical systemsDeveloping testing multi-agent autonomous systems deploying real-world environmentsFeature algorithm developme
tech_orch,multi_agent,2024,asaniczka_00a0b31774f9c62e,mid-senior,Planning inform modeling & simulation (M&S) physical systems Developing testing multi-agent autonomous systems deploying real-world environments. Feature algorithm develop
tech_orch,multi_agent,2024,asaniczka_5e07302d370f5d2f,mid-senior,"rics. Python Rust experience | Experience programming embedded physical devices Multi-agent coordination UAVs | Complex frame transformation problems, target localization "
tech_orch,automation,2024,asaniczka_c2bffb3aa7ecec58,mid-senior,"components data stack used, design implementation pipelines data systems teams, automation workflows, data enrichment monitoring tools AI models. tech lead specialized da"
tech_orch,automation,2024,asaniczka_f1801ed93f18e9b8,mid-senior," limitations. Experience performance tuning, improvement, balancing, usability, automation. Ability quickly learn grasp new technologies. Strong analytical skills ability"
tech_orch,automation,2024,asaniczka_64655011f7abdc91,mid-senior,Title: Automation Engineer (Hardware Testing) expertise python | . Candidates testing experience 
tech_orch,automation,2024,asaniczka_2780f36f84f17f4a,mid-senior,end front-end components single integrated platform users’ Tax Compliance Audit automation needs. opportunity make mark design build new system. Software Development Engi
tech_orch,automation,2024,asaniczka_420e91da86d2b8bb,mid-senior,Automation Engineer pharma client Duration: | 12 Months+ Job Description | ∙must experienc
tech_orch,automation,2024,asaniczka_a07b9f47fd5b08e9,mid-senior,"r Cognitive Campus (including Wi-fi) networking solutions, CloudVision (Network Automation), Security (Network Detection), Endpoint Security Real-time Fabric Monitoring s"
tech_orch,automation,2024,asaniczka_a375bcec233b6a0a,mid-senior,Roles & responsibilities | Need work automation initiatives reduce manual efforts. Need automate application innovative ideas p
tech_orch,automation,2024,asaniczka_e8903f4480c0e406,mid-senior,"ntrol systems like Git manage code repositories contribute deployment processes automation ensuring smooth reliable software releases. Develop execute unit tests, regress"
tech_orch,automation,2024,asaniczka_ca447c3475597b5d,mid-senior,", test, deploy, maintain improve software meet requirements Design develop test automation code | Complete complex program changes; self-directed Perform comprehensive an"
tech_orch,automation,2024,asaniczka_bf4edf1c5007f26c,mid-senior,"eal-time streaming technologies ambitions achieve high quality reliability TDD, automation, continuous delivery. . role, opportunity work product teams, building models A"
tech_orch,automation,2024,arshkon_3905296870,mid-senior,"a platform (i.e. Snowflake) along data applications (i.e. Azure, Airflow, etc.) automation. fully remote role based United States. counterpart team located Dublin, Irelan"
tech_orch,automation,2024,arshkon_3904061915,mid-senior,ata validation frameworks. Proven proficiency developing executing Bash scripts automation system management tasks. Understand policyholder characteristics insurance prod
tech_orch,automation,2024,asaniczka_a64cf7513c431ce9,mid-senior,"ment staying updated latest industry trends. Knowledge configuration management automation tools help server provisioning, configuration, maintenance."
tech_orch,automation,2024,asaniczka_47c8b3ee324f4221,mid-senior,"systems management, security, network, web administration, database management, automation, application technical stacks. Additionally, position may require working knowl"
tech_orch,automation,2024,asaniczka_a339d69bc3df948a,mid-senior,"tions/orchestrations environments using Ansible, Python, Terraform, Azure Cloud Automation, automation tools Designs integrates network monitoring tools ServiceNow ITSM s"
tech_orch,automation,2024,asaniczka_dd566f635eded749,mid-senior,"collection analysis process data Develop software required implement production automation solutions Develop, unit test, deploy functional, scalable, robust, maintainable"
tech_orch,automation,2024,asaniczka_3952cbc064da29ce,mid-senior,aintain large-scale systems. Strong understanding code optimizing routine tasks automation. SRE experience large scale distributed system. committed creating inclusive sp
tech_orch,automation,2024,asaniczka_28c23c3e2424247c,mid-senior,"ssertions, Moq, Respawn. Implement DevOps practices, including CI/CD pipelines, automation, infrastructure-as-code tools, ensure smooth efficient software development pro"
tech_orch,automation,2024,asaniczka_78a226c2daaa097e,mid-senior,"ty cloud computing tools AWS, Azure, GCP. Experience data transformation tools, automation, scripting. Knowledge basic data visualization Excel Tableau. Experience SQL Se"
tech_orch,automation,2024,asaniczka_3a2099883f6718bc,mid-senior,"kins automate builds deployments Perform DevOps functions CI/CD scripting, test automation, etc Perform Code Reviews Integration Testing | - Engage requirement specificat"
tech_orch,automation,2024,asaniczka_01cf72f1af2e3f99,mid-senior,"t projects improve current process overall platform. Code test projects. Create automation ensure quality. Deliver high quality, sustainable, maintainable code. Manage ti"
tech_orch,automation,2024,asaniczka_9d5cc565e5154c85,mid-senior,"eal-time streaming technologies ambitions achieve high quality reliability TDD, automation, continuous delivery. . role, opportunity work product teams, building models A"
tech_orch,automation,2024,asaniczka_db7372af475fd2b0,mid-senior,"ncluding New York, New Jersey, Dallas, Bengaluru. initial focus leading program automation tracking client commitments, generating distributing standard bespoke client re"
tech_orch,automation,2024,asaniczka_6e38371d12499ed5,mid-senior, critical issues production environment needed. Leverage Quality Ops build test Automation coverage into code ensure rapid deployment features. Contribute new ideas impro
tech_orch,automation,2024,asaniczka_1a20fdb8b1f25d72,mid-senior,"collection analysis process data Develop software required implement production automation solutions Develop, unit test, deploy functional, scalable, robust, maintainable"
tech_orch,evaluation,2024,asaniczka_298fa84390a13376,mid-senior,chine learning algorithms techniques based problem requirements datasets. Model Evaluation: Design implement rigorous evaluation methodologies assess performance robustne
tech_orch,evaluation,2024,asaniczka_e7b85d22097a30d3,mid-senior,"Management, Request Fulfillment, Problem Management, Operations Control, Change Evaluation, Change Fulfillment. Assists creating concise accurate documentation Level 1 Le"
tech_orch,evaluation,2024,asaniczka_bc1fa5b0d1fdc1aa,mid-senior,"pecifically, C&L engineer responsible supporting U.S. Air Force customer review evaluation Sentinel ICBM prime contractor's designs, documentation, architectures, Model B"
tech_orch,evaluation,2024,asaniczka_b0850aa2d5507981,mid-senior,"include requirements analysis, software development, installation, integration, evaluation, enhancement, maintenance, testing, problem diagnosis/resolution Experience dep"
tech_orch,evaluation,2024,asaniczka_f0a3bd2b53a85ba4,mid-senior,"g innovation day-to-day Work complex problems analysis situations data requires evaluation intangible variables. Use programming languages including limited Python, Java,"
tech_orch,evaluation,2024,arshkon_3904363387,mid-senior,des deployments.Review moderately complex technical challenges require in-depth evaluation current state.Resolve moderately complex issues contribute team meet existing c
tech_orch,evaluation,2024,asaniczka_b2d5e4e0be8adb04,mid-senior,", coordinates integration new products based user requirements Initiates action evaluation recommendation application software packages, application integration testing t"
tech_orch,evaluation,2024,asaniczka_57606c4fb0f9b25b,mid-senior,"erforming Disaster Recovery efforts Oracle DB's SQL Tuning Database Performance Evaluation Configuration Systems engineering experience, including AIX / Linux performance"
tech_orch,evaluation,2024,asaniczka_d3df2aeb286a487d,mid-senior,ise coordinate work contractor engineers technicians project. Assist conducting evaluation determine suitability project implementation. Work ticketing systems DESIRED SK
tech_orch,evaluation,2024,asaniczka_4d2ef4eff7aeb4d2,mid-senior,"ing plans curriculum lesson plans, PowerPoint presentations, mission scenarios, evaluation tools. Mission Planner Orbital Analysis Instructor also work mission operations"
