period,uid,source,title,matched_sub,context_200c
2024,arshkon_3904706230,kaggle_arshkon,Senior Software Development Engineer,ml,lightroom looking experienced software advancing ml/ai-based lightroom features architect implement distributed systems handle large-scale datasets var
2024,asaniczka_5b444715a7127f52,kaggle_asaniczka,Artificial Intelligence Engineer,llm,position founding software llm seeking founding role shaping ai-powered member founding redefines management entrepreneurs track r
2024,asaniczka_bea9a1edaaa5b3bb,kaggle_asaniczka,Secret C# or C++ Developer,ai, educations requirements bachelor degree related degree related desired qualifications environments ai/ml azure radios standards mil-std mil-std vmf clearance requirements ability obtain
2024,asaniczka_f4faa9900409df0d,kaggle_asaniczka,Senior Software Developer,fine tune,ments systems teams close feedback loops squash bugs deliver software comes looking fresh baked pie fine tune deployment triaging outages participate meetings management discuss features improvement ones quali
2024,arshkon_3905305299,kaggle_arshkon,Broadcast Systems Engineer,mcp,rities demands environment.continuous procedures technology broadcast environment.preferred ex ccna mcp comptia a+/network+ solutions architect plus.basic linux os ec2 troubleshooting ubiquitous os ex tr
2024,asaniczka_a04f7ac7785308fd,kaggle_asaniczka,Senior System Engineer,mcp,ap kerberos active directory conceptual systems san/nas following certifications desirable position mcp comptia a+ network+ security+ azure desired qualifications ma/ms dod ts/sci clearance itilv4 founda
2024,asaniczka_94c91ae0274c0690,kaggle_asaniczka,Staff Software Engineer,ai,res solutions integrating implement microservices api-based cloud-native principles advise services ai/ml etc expert-level management relational non-relational database servers establish alerting soluti
2024,asaniczka_2d791e166bf91b54,kaggle_asaniczka,Lead Maritime Autonomous Systems Engineer,agent,outlined research-grade including use technology topics related making battlefield management multi-agent and/or systems operation vehicles challenges mission-level numerical software languages e.g matlab 
2024,asaniczka_c82ae8bd9e6e7ddf,kaggle_asaniczka,Founding Full-Stack Engineer,agent,y opportunity challenging problems help responsibilities services apis webhook functionality enable agent management benchmarking parties web-based customer internal evaluate enable judgment incorporate en
2024,arshkon_3895214821,kaggle_arshkon,Senior Product Engineer,ai,nity systems spans disciplines including full-stack mlops ondeveloping user-facing features improve ai-powered platformscaling backend privacybuilding robust large clients emr claims structuring hie rec
2024,asaniczka_2cba0a732de0ca4a,kaggle_asaniczka,Senior Data Engineer (Machine Learning) - PA or NJ,llm,tract text variety like documents word pdfs text json etc logs text notes databases scrapping pages llm solutions monitor troubleshoot identifying resolving bottlenecks issues reproducible pipelines infe
2024,asaniczka_738d7ad1bc9ecd4d,kaggle_asaniczka,Senior Developer,fine tuning,main management debugging writing use-cases test-cases buat meeting presenting solutions setting up/fine tuning project-tracking etc added phases sdlc sql sybase worked fast-phased demonstrated ability different
2026,linkedin_li-4395315390,scraped,Cloud Infrastructure Engineer (Azure) - HYBRID with Security Clearance,artificial intelligence, lake/data warehousing services query furthermore stakeholder activities popular languages packages artificial intelligence/machine frameworks on-premise environments supports program fin-ops initiatives focusing optimizati
2026,linkedin_li-4395655492,scraped,Lead AI Engineer,agent,ect cutting-edge systems leveraging generative large models llms implementation architectures multi-agent systems frameworks like crew.ai generative models llms sql enable interaction databases entire life
2026,linkedin_li-4389489785,scraped,Staff Software Engineer - Backend,ai,cultivating prioritizes risk-takers imaginative thinkers ai-native recognize fostering builder mindset means seeking seamlessly technologies efficiently effect
2026,linkedin_li-4400767418,scraped,#Software Engineer,ai,ce runtimes like tflite pytorch executorch industry developing newer and/or java kotlin familiarity ai/ml related software familiarity processors assembly subsystems hypervisor/virtualization buses peri
2026,linkedin_li-4403069254,scraped,Agentic AI Engineer,ai,bases high-performance cost-effective systems creating high-quality large prompts deliver impactful ai-powered user interactions workflows ensuring existing investigating resolving defects enhancing sof
2026,linkedin_li-4391950156,scraped,Senior Systems Engineer,ai,ceive immediate email confirmation personalized responses supplemental questions past specific role ai-generated lack specificity required address criteria outlined description encourage use want evalua
2026,linkedin_li-4388653324,scraped,Level 1 Software Developer - AI,ai,ption full-time position software role involves designing developing maintaining software solutions ai-driven validation systems tasks include implementing back-end collaborating cross-functional teams 
2026,linkedin_li-4387610279,scraped,AI Engineer,agent,ncluding evaluation frameworks tracing observability confidence correctly architect workflows multi-agent tool-use chains human-in-the-loop systems apis buses systems serverless event-driven define rest bu
2026,linkedin_li-4398072169,scraped,"Staff Software Engineer, Platform",cursor,ling morever directly founders brand-new establish standards company ensure provide large customers cursor roadmap stakeholders translate ambiguous goals phased establish standards ci/cd pipelines targets o
2026,linkedin_li-4387985434,scraped,AI Automation Engineer,ai,ier global seeking strategist high-impact role intersection artificial management hands-on ensuring ai-enabled workflows compliant deliver high-value results attorneys architect maintain connecting serv
2026,linkedin_li-4400508529,scraped,Front-End Engineer,ai, wireframes optimise usability cross-browser compatibility contribute front-end practices standards ai-assisted improve speed looking front-end javascript frameworks react/next.js html principles integr
2026,linkedin_li-4395986034,scraped,"Senior Lead AI Engineer (Gen AI Platform Services, Agentic AI)",ai,customers models teams transformative ways highest role cross-functional scientists program deliver ai-powered customers interact software including large inference similarity guardrails evaluation expe
2026,linkedin_li-4376793548,scraped,"Staff Software Engineer, Applied AI",ai,software position summary advancing ai-powered offensive help hai driving frameworks reason helping teams identify validate remediate vuln
2026,linkedin_li-4181202587,scraped,"Senior / Staff Product Engineer, Mobile",claude,ek includes kotlin objective-c thin cross-platform sdk wrappers capacitor flutter others choose use claude popular claude example taught debug horizondb database changes reviewed knowledgeable claude review
2026,linkedin_li-4391636499,scraped,Senior Site Reliability Engineer,agent,ems mentoring others improve availability systems defining operationalizing slis/slos error budgets agent enablement implement semi-autonomous distributed systems capable consuming multi-source observabili
2026,linkedin_li-4395999295,scraped,Golang Developer,llm,ions bachelor degree desired required microservices developing cloud-hosted e.g and/or large models llm following continuous pipelines observability spanner mongo event-based distributed systems kubernet
2026,linkedin_li-4392342845,scraped,AI Engineer,rag, frameworks standards adoption production-grade systems prototypes developing reusable capabilities rag pipelines directly role combines hands-on cross-functional influence closely multiple standardize a
2026,linkedin_li-4380539226,scraped,Software Engineer - Model Performance,cursor,powers mission-critical inference companies like cursor openevidence writer uniting flexible tooling enable companies bring cutting-edge models quickly rec
2026,linkedin_li-4388524878,scraped,Principal AI Engineer - Nexus Black,llm,intersection hands-on execution ambiguous customer problems capabilities move company role requires llm/agent systems architectural judgment ability influence teams evaluate systems safely reliably defin
2026,linkedin_li-4380840684,scraped,Senior Software Engineer - News Automation Team,ai,udy software fundamentals designing systems collaborating stakeholders breaking executable interest ai-assisted e.g claude see llms including prompt ownership desire difference willingness continuously 
2026,linkedin_li-4393034994,scraped,Automation Engineer,codex,sessions defect contribute framework enhancements practices required qualifications cannot personal codex claude prompting hands-on playwright preferrable typescript principles frameworks ci/cd familiarity
2026,linkedin_li-4388380581,scraped,Senior AI Engineer,claude,claude solutions full-time hybrid days onsite mon-wed onsite position summary role operates small high-per
2026,linkedin_li-4236164286,scraped,Senior AI/ML Engineer,ai,ai/ml important position uncovering meaningful transforming actionable leveraging algorithms foundatio
2026,linkedin_li-4397285437,scraped,"Software Engineer III, AI/ML, YouTube Ads, User Experiences",llm,e.g deployment evaluation optimization debugging year following reinforcement e.g sequential making llm fine tuning specialization another qualifications degree phd related fields algorithms ranking reco
2026,linkedin_li-4401553044,scraped,Software Development Engineer - Data Acquisition & Normailization,ai,ervability documentation ability communicate tradeoffs clearly collaboratively proficiency interest ai-assisted e.g claude codex qualifications familiarity pipelines sla requirements distributed systems
